Label	Subject	Verbs	Object
footballer:soccer player	Footballer	play_against, compete_with, compete_against	Soccer player
footballer:athlete	Footballer	play_against, compete_with, compete_against	Athlete
footballer:footballer	Footballer	play_against, compete_with, compete_against	Footballer
businessman:director	Businessman	invest_in, fund, finance, profit_from, defraud	Director
businessman:writer	Businessman	invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Writer
businessman:actor	Businessman	invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Actor
ceo:director	CEO	appoint, fail_to_reward	Director
ceo:writer	CEO	fail_to_reward	Writer
ceo:actor	CEO	defraud, invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Actor
newspaper magnate:director	Newspaper Magnate	defraud, invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Director
newspaper magnate:writer	Newspaper Magnate	defraud, invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Writer
newspaper magnate:actor	Newspaper Magnate	defraud, invest_in, fund, finance, profit_from, defraud, communicate_via, speak_through	Actor
political leader:prime minister	Political Leader	run_against, vote_against, campaign_against	Prime Minister
prime minister:politician	Prime Minister	run_against, vote_against, campaign_against	Politician
musician:musician	Musician	perform_with, compete_with, compete_against, copy, imitate, mimic	Musician
musician:pianist	Musician	play_with, compose_with, perform_with	Pianist
composer:pianist	Composer	play_with, compose_with, perform_with	Pianist
pianist:composer	Pianist	play_with, compose_with, perform_with	Composer
pianist:musician	Pianist	play_with, compose_with, perform_with	Musician
pianist:pianist	Pianist	play_with, compose_with, perform_with	Pianist
guru:emperor	Guru	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Emperor
guru:tyrant	Guru	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over, radicalize	Tyrant
guru:villain	Guru	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Villain
guru:jedi knight	Guru	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Jedi Knight
teacher:emperor	Teacher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Emperor
teacher:tyrant	Teacher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Tyrant
teacher:jedi knight	Teacher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Jedi Knight
philosopher:emperor	Philosopher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Emperor
philosopher:tyrant	Philosopher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Tyrant
philosopher:villain	Philosopher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Villain
philosopher:jedi knight	Philosopher	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Jedi Knight
jedi knight:emperor	Jedi Knight	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Emperor
jedi knight:tyrant	Jedi Knight	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Tyrant
lawyer:teacher	Lawyer	sue, are_taught_by, study_under, learn_from	Teacher
lawyer:crimeboss	Lawyer	cross_examine, represent, are_retained_by, testify_for, sue	Crimeboss
lawyer:father	Lawyer	cross_examine, represent, are_retained_by, testify_for, sue, are_rebuked_by	Father
lawyer:husband	Lawyer	cross_examine, represent, are_retained_by, testify_for, sue	Husband
lawyer:scientist	Lawyer	cross_examine, represent, are_retained_by, testify_for, sue	Scientist
shyster:teacher	Shyster	cross_examine, represent, are_retained_by, testify_for, sue	Teacher
shyster:crimeboss	Shyster	cross_examine, represent, are_retained_by, testify_for, sue	Crimeboss
shyster:father	Shyster	cross_examine, represent, are_retained_by, testify_for, sue, are_rebuked_by	Father
shyster:husband	Shyster	cross_examine, represent, are_retained_by, testify_for, sue	Husband
shyster:scientist	Shyster	cross_examine, represent, are_retained_by, testify_for, sue	Scientist
husband:damsel	Husband	marry, woo, propose_to, flirt_with, rescue, save	Damsel
damsel:husband	Damsel	are_rescued_by, are_saved_by	Husband
comedian:actress	Comedian	laugh_at, joke_about, mock, taunt, satirize, perform_with	Actress
comedian:singer	Comedian	perform_with, sing_with	Singer
actor:actress	Actor	compete_with, compete_against, copy, imitiate, resent	Actress
actress:comedian	Actress	are_mocked_by, perform_with	Comedian
actress:actor	Actress	perform_with, compete_with, compete_against, copy, imitate, mimic	Actor
criminal:criminal	Criminal	kill_for, kill, fight_against, testify_against, snitch_on, collude_with	Criminal
criminal:businessman	Criminal	are_funded_by, are_financed_by, borrow_from, owe_to	Businessman
criminal:restauranteur	Criminal	invest_in, fund, finance, profit_from, defraud, blackmail, threaten	Restauranteur
criminal:teacher	Criminal	threaten, intimidate, blackmail, confess_to	Teacher
criminal:father	Criminal	are_mentored_by, look_up_to, break_with, confess_to, are_rebuked_by	Father
criminal:husband	Criminal	threaten, intimidate, blackmail	Husband
criminal:scientist	Criminal	fund, finance, guarantee, lose_control_over, lend_to	Scientist
businessman:teacher	Businessman	lend_to	Teacher
businessman:crimeboss	Businessman	snitch_on, collude_with, are_bribed_by, are_blackmailed_by, profit_from, defraud, are_financed_by, are_funded_by	Crimeboss
businessman:father	Businessman	lend_to, are_rebuked_by	Father
businessman:husband	Businessman	lend_to	Husband
businessman:scientist	Businessman	lend_to, invest_in, finance, fund	Scientist
restauranteur:teacher	Restauranteur	are_funded_by	Teacher
restauranteur:crimeboss	Restauranteur	snitch_on, collude_with, are_bribed_by, are_blackmailed_by, profit_from, defraud, are_financed_by, are_funded_by, cook_for, facilitate	Crimeboss
restauranteur:father	Restauranteur	cook_for, are_rebuked_by	Father
restauranteur:husband	Restauranteur	cook_for, attend_to	Husband
restauranteur:scientist	Restauranteur	cook_for, attend_to	Scientist
businessman:criminal	Businessman	profit_from, invest_in, lend_to, borrow_from	Criminal
restauranteur:criminal	Restauranteur	profit_from, invest_in, lend_to, borrow_from, cook_for, facilitate	Criminal
teenager:teenager	Teenager	bully, taunt, share_stories_with, confide_in	Teenager
teenager:bully	Teenager	are_bullied_by, are_mocked_by, are_taunted_by, are_pushed_too_far_by, stand_up_to, are_victimized_by	Bully
hero:teenager	Hero	stand_up_to	Teenager
hero:bully	Hero	stand_up_to, humiliate, are_victimized_by	Bully
teenager:hero	Teenager	are_humiliated_by, are_beaten_by	Hero
bully:teenager	Bully	bully, taunt, share_stories_with, confide_in, pick_on	Teenager
bully:hero	Bully	are_humiliated_by, are_beaten_by, pick_on	Hero
father:teenager	Father	nurture, chastise, discipline	Teenager
father:bully	Father	nurture, chastise, discipline, whip, lecture_to, punish	Bully
prince:counsellor	Prince	are_counselled_by, are_advised_by, seek_advice_from, lose_faith_in, dismiss	Counsellor
prince:advisor	Prince	are_counselled_by, are_advised_by, seek_advice_from, lose_faith_in, dismiss	Advisor
prince:politician	Prince	reject, are_blackmailed_by, campaign_against, run_against, vote_against	Politician
counsellor:prince	Counsellor	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Prince
advisor:prince	Advisor	advise, counsel, mentor, indoctrinate, teach, educate, lose_control_over	Prince
politician:prince	Politician	lose_control_over, collude_with	Prince
predator:serial killer	Predator	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Serial Killer
predator:killer	Predator	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Killer
predator:villain	Predator	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Villain
serial killer:serial killer	Serial Killer	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Serial Killer
serial killer:killer	Serial Killer	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Killer
serial killer:villain	Serial Killer	prey_on, are_killed_by, kill_for, impress, fail_to_impress	Villain
killer:spy	Killer	kill,  murder, are_monitored_by, are_tracked_by, snitch_on, are_killed_by, are_hunted_by, are_stalked_by	Spy
killer:adventurer	Killer	kill,  murder, are_monitored_by, are_tracked_by, snitch_on, are_killed_by, are_hunted_by	Adventurer
killer:hero	Killer	kill,  murder, are_monitored_by, are_tracked_by, snitch_on, are_killed_by, are_hunted_by	Hero
supervillain:scientist	Supervillain	fund, finance, guarantee, commission	Scientist
supervillain:telepath	Supervillain	curse, compete_with, compete_against, fight_against, cause_trouble_for	Telepath
supervillain:professor	Supervillain	curse, compete_with, compete_against, fight_against, cause_trouble_for, study_under, learn_from, are_taught_by	Professor
supervillain:teacher	Supervillain	curse, compete_with, compete_against, fight_against, cause_trouble_for, study_under, learn_from, are_taught_by	Teacher
villain:scientist	Villain	curse, compete_with, compete_against, fight_against, cause_trouble_for	Scientist
villain:telepath	Villain	curse, compete_with, compete_against, fight_against, cause_trouble_for	Telepath
telepath:scientist	Telepath	confide_in, identify_with, are_moved_by, sympathize_with, manipulate, exploit	Scientist
telepath:telepath	Telepath	confide_in, identify_with, are_moved_by, sympathize_with, manipulate, exploit	Telepath
telepath:professor	Telepath	confide_in, identify_with, are_moved_by, sympathize_with, manipulate, exploit, learn_from, study_under	Professor
telepath:teacher	Telepath	curse, compete_with, compete_against, fight_against, cause_trouble_for	Teacher
terrorist:scientist	Terrorist	curse, compete_with, compete_against, fight_against, cause_trouble_for, kill_for	Scientist
terrorist:telepath	Terrorist	threaten, intimidate, are_manipulated_by	Telepath
terrorist:professor	Terrorist	study_under, learn_from, look_up_to, lose_faith_in, disappoint, are_taught_by, break_with	Professor
terrorist:teacher	Terrorist	study_under, learn_from, look_up_to, lose_faith_in, disappoint, are_taught_by, break_with	Teacher
scientist:supervillain	Scientist	are_funded_by, are_financed_by, create_for, invent_for, experiment_on	Supervillain
scientist:villain	Scientist	are_funded_by, are_financed_by, create_for, invent_for, experiment_on	Villain
scientist:telepath	Scientist	experiment_on, are_moved_by, sympathize_with	Telepath
scientist:terrorist	Scientist	are_funded_by, are_financed_by, create_for, invent_for, experiment_on	Terrorist
telepath:supervillain	Telepath	are_moved_by, identify_with, manipulate, take_advantage_of	Supervillain
telepath:villain	Telepath	are_moved_by, identify_with, manipulate, take_advantage_of	Villain
telepath:terrorist	Telepath	are_sickened_by, are_victimized_by, are_disgusted_by	Terrorist
professor:supervillain	Professor	teach, educate, are_disappointed_by, preach_to, lecture_to	Supervillain
professor:telepath	Professor	teach, educate, are_disappointed_by, preach_to, lecture_to	Telepath
professor:terrorist	Professor	teach, educate, are_disappointed_by, preach_to, lecture_to, are_sickened_by, are_disgusted_by, snitch_on	Terrorist
teacher:supervillain	Teacher	teach, educate, are_disappointed_by, preach_to, lecture_to, are_sickened_by, are_disgusted_by	Supervillain
teacher:telepath	Teacher	teach, educate, are_disappointed_by, preach_to, lecture_to	Telepath
teacher:terrorist	Teacher	teach, educate, are_disappointed_by, preach_to, lecture_to, are_sickened_by, are_disgusted_by, snitch_on	Terrorist
rabbit:cowboy	Rabbit	are_threatened_by, trick, fool, laugh_at, joke_about, are_cursed_by	Cowboy
rabbit:pig	Rabbit	trick, fool, laugh_at, joke_about	Pig
rabbit:duck	Rabbit	trick, fool, are_cursed_by	Duck
rabbit:hunter	Rabbit	are_hunted_by, are_caught_by, are_tracked_by, elude, trick, fool	Hunter
pig:rabbit	Pig	chase, chase_after, track_down, lay_a_trap_for, are_tricked_by	Rabbit
cowboy:rabbit	Cowboy	track_down, curse, threaten, hunt, chase_after	Rabbit
hero:wizard	Hero	look_up_to, lose_faith_in, study_under, learn_from, fight_with, fight_against	Wizard
hero:traitor	Hero	are_betrayed_by, are_disappointed_by, are_undermined_by, punish, cast_out	Traitor
adventurer:wizard	Adventurer	look_up_to, lose_faith_in, study_under, learn_from, fight_with, fight_against	Wizard
adventurer:traitor	Adventurer	are_betrayed_by, are_disappointed_by, are_undermined_by, cast_out	Traitor
policeman:villain	Policeman	arrest, capture, accuse, charge, detain, pursue, catch	Villain
policeman:thief	Policeman	arrest, capture, accuse, charge, detain, pursue, are_robbed_by	Thief
cop:villain	Cop	arrest, capture, accuse, charge, detain, pursue	Villain
cop:thief	Cop	arrest, capture, accuse, charge, detain, pursue, are_robbed_by	Thief
detective:villain	Detective	arrest, capture, accuse, charge, detain, pursue, catch	Villain
detective:terrorist	Detective	arrest, capture, accuse, charge, detain, pursue, catch, track_down, are_sickened_by	Terrorist
detective:thief	Detective	arrest, capture, accuse, charge, detain, pursue, are_robbed_by, catch	Thief
sidekick:child	Sidekick	look_after, impress, fail_to_impress, are_copied_by, are_imitated_by	Child
sidekick:schoolkid	Sidekick	look_after, impress, fail_to_impress, are_copied_by, are_imitated_by	Schoolkid
villain:child	Villain	threaten, intimidate, pick_on, torment, persecute, prey_on, stalk	Child
killer:child	Killer	threaten, intimidate, pick_on, torment, persecute, prey_on, stalk	Child
killer:schoolkid	Killer	threaten, intimidate, pick_on, torment, persecute, prey_on, stalk	Schoolkid
humorist:novelist	Humorist	satirize, joke_about, laugh_at, are_sued_by, are_copied_by, are_imitated_by, imitate, copy	Novelist
pundit:novelist	Pundit	interview, speak_to, answer_questions_from, disagree_with 	Novelist
novelist:humorist	Novelist	are_satirized_by, sue, are_copied_by, are_imitated_by, imitate, copy	Humorist
novelist:pundit	Novelist	are_interviewed_by, answer_questions_from, speak_to, disagree_with	Pundit
father:spy	Father	are_monitored_by, are_stalked_by, leak_to, inform, snitch_to	Spy
father:adventurer	Father	lose_control_over, are_undermined_by, rebuke, chastise	Adventurer
father:secret agent	Father	are_monitored_by, are_stalked_by, leak_to, inform, snitch_to	Secret Agent
